strike,option_type,market_iv,bid,ask,volume,mid,vendor_iv,reimplied_iv
475.0,put,0.5079145909060521,0.15,0.16,,0.155,0.5085537681332795,0.5079145909060521
480.0,put,0.500914108749141,0.16,0.17,,0.165,0.501535639252209,0.500914108749141
485.0,put,0.490552433038964,0.16,0.17,,0.165,0.4911674460264579,0.490552433038964
490.0,put,0.4834225249193902,0.17,0.18,,0.175,0.4840213653116694,0.4834225249193902
495.0,put,0.4761471330413495,0.18,0.19,,0.185,0.4767309142908664,0.4761471330413495
500.0,put,0.4714319279475234,0.2,0.21,,0.20500000000000002,0.4719942646902532,0.4714319279475234
505.0,put,0.46377605611640976,0.21,0.22,,0.215,0.4643257945007912,0.46377605611640976
510.0,put,0.456031802349018,0.22,0.23,,0.225,0.4565696350846938,0.456031802349018
515.0,put,0.44820903832696746,0.23,0.24,,0.235,0.4487355892845776,0.44820903832696746
520.0,put,0.4403163473339913,0.24,0.25,,0.245,0.4408321815384798,0.4403163473339913
525.0,put,0.4343900347835108,0.26,0.27,,0.265,0.4348910939080589,0.4343900347835108
530.0,put,0.4262877126875055,0.27,0.28,,0.275,0.4267793582906208,0.4262877126875055
535.0,put,0.4199480535171245,0.29,0.3,,0.295,0.4204269467975782,0.4199480535171245
540.0,put,0.41337548171589134,0.31,0.32,,0.315,0.4138426648185602,0.41337548171589134
545.0,put,0.4050098479740777,0.32,0.33,,0.325,0.4054691636356766,0.4050098479740777
550.0,put,0.3981429267473226,0.34,0.35,,0.345,0.3985918866610932,0.3981429267473226
555.0,put,0.39110417585861285,0.36,0.37,,0.365,0.391543497278241,0.39110417585861285
560.0,put,0.38391120440058535,0.38,0.39,,0.385,0.3843415175035682,0.38391120440058535
565.0,put,0.3778392650762679,0.41,0.42,,0.415,0.3782591799485445,0.3778392650762679
570.0,put,0.3703150246170155,0.43,0.44,,0.435,0.3707271653825258,0.3703150246170155
575.0,put,0.3637978249593376,0.46,0.47,,0.46499999999999997,0.3642010669570972,0.3637978249593376
580.0,put,0.35705499304265437,0.49,0.5,,0.495,0.3574500424474651,0.35705499304265437
585.0,put,0.35010947124826886,0.52,0.53,,0.525,0.3504969412359004,0.35010947124826886
590.0,put,0.3429804836861196,0.55,0.56,,0.555,0.3433609132425975,0.3429804836861196
595.0,put,0.3365519440861912,0.59,0.6,,0.595,0.336924878671234,0.3365519440861912
600.0,put,0.32905546837009414,0.62,0.63,,0.625,0.3294223693678958,0.32905546837009414
605.0,put,0.32295414731028205,0.67,0.68,,0.675,0.3233139583287469,0.32295414731028205
610.0,put,0.31654248558992754,0.72,0.73,,0.725,0.3168959160628719,0.31654248558992754
615.0,put,0.3098524427329865,0.77,0.78,,0.775,0.3102001013789772,0.3098524427329865
620.0,put,0.30291015208937144,0.82,0.83,,0.825,0.303252571172125,0.30291015208937144
625.0,put,0.29632063695316735,0.88,0.89,,0.885,0.2966579269148123,0.29632063695316735
630.0,put,0.2897192612415901,0.94,0.96,,0.95,0.2900518179682727,0.2897192612415901
635.0,put,0.2833311274033666,1.02,1.03,,1.025,0.2836592527021994,0.2833311274033666
640.0,put,0.27660905501689004,1.09,1.11,,1.1,0.2769333283010435,0.27660905501689004
645.0,put,0.27002307373495493,1.18,1.19,,1.185,0.2703438740642344,0.27002307373495493
650.0,put,0.263509944466803,1.27,1.29,,1.28,0.2638277244227676,0.263509944466803
655.0,put,0.25701426054217613,1.38,1.39,,1.3849999999999998,0.2573295330401501,0.25701426054217613
660.0,put,0.2504878287210236,1.49,1.51,,1.5,0.2508011575361728,0.2504878287210236
665.0,put,0.24421695729766052,1.63,1.64,,1.6349999999999998,0.2445291251373989,0.24421695729766052
670.0,put,0.23794222486764963,1.78,1.79,,1.7850000000000001,0.2382537516752831,0.23794222486764963
675.0,put,0.23174431112444263,1.95,1.96,,1.955,0.2320560163818623,0.23174431112444263
680.0,put,0.2255404311306851,2.14,2.15,,2.145,0.225853235134565,0.2255404311306851
685.0,put,0.2193794972149686,2.35,2.37,,2.3600000000000003,0.2196944666015182,0.2193794972149686
690.0,put,0.2133947612676267,2.6,2.62,,2.6100000000000003,0.213713201599496,0.2133947612676267
695.0,put,0.20735686957903113,2.88,2.9,,2.8899999999999997,0.2076802143720673,0.20735686957903113
700.0,put,0.20136953193915522,3.2,3.22,,3.21,0.2016995350805242,0.20136953193915522
701.0,put,0.20018985143605783,3.27,3.29,,3.2800000000000002,0.2005214349442158,0.20018985143605783
702.0,put,0.19897660446350224,3.34,3.36,,3.3499999999999996,0.1993098305228738,0.19897660446350224
703.0,put,0.19791055888879158,3.42,3.44,,3.4299999999999997,0.1982456260500285,0.19791055888879158
704.0,put,0.19662907154526646,3.49,3.51,,3.5,0.1969659124131527,0.19662907154526646
705.0,put,0.19549028120798617,3.57,3.59,,3.58,0.1958291015116565,0.19549028120798617
706.0,put,0.19431464791603448,3.65,3.67,,3.66,0.1946555206869358,0.19431464791603448
707.0,put,0.19310278784159352,3.73,3.75,,3.74,0.1934457883939807,0.19310278784159352
708.0,put,0.19202179634415864,3.82,3.84,,3.83,0.1923671453164671,0.19202179634415864
709.0,put,0.19081859891035008,3.9,3.93,,3.915,0.1911663076867803,0.19081859891035008
710.0,put,0.18965903181231758,3.99,4.02,,4.005,0.1900092582140525,0.18965903181231758
711.0,put,0.18853991497112502,4.09,4.11,,4.1,0.1888928220670341,0.18853991497112502
712.0,put,0.18730178532433853,4.18,4.2,,4.1899999999999995,0.187657393485386,0.18730178532433853
713.0,put,0.18617988437376976,4.28,4.3,,4.29,0.1865384399069678,0.18617988437376976
714.0,put,0.1850918394560765,4.39,4.4,,4.395,0.1854535211086592,0.1850918394560765
715.0,put,0.18388551617166826,4.48,4.51,,4.495,0.1842503573270756,0.18388551617166826
716.0,put,0.18271201727166506,4.59,4.61,,4.6,0.183080207124962,0.18271201727166506
717.0,put,0.18156858121389502,4.7,4.72,,4.71,0.1819403157454583,0.18156858121389502
718.0,put,0.18045252930533195,4.81,4.84,,4.824999999999999,0.1808280116189141,0.18045252930533195
719.0,put,0.17936126756015497,4.93,4.96,,4.945,0.1797407082384945,0.17936126756015497
720.0,put,0.17815383642941654,5.05,5.07,,5.0600000000000005,0.1785372984368568,0.17815383642941654
721.0,put,0.17703858035263054,5.17,5.2,,5.1850000000000005,0.1774263673241363,0.17703858035263054
722.0,put,0.17594282555316523,5.3,5.33,,5.3149999999999995,0.1763351726506637,0.17594282555316523
723.0,put,0.17479800738031515,5.43,5.46,,5.445,0.1751950806947234,0.17479800738031515
724.0,put,0.17373533528278054,5.57,5.6,,5.585,0.1741374679323421,0.17373533528278054
725.0,put,0.17262105883930937,5.71,5.74,,5.725,0.1730284374992622,0.17262105883930937
726.0,put,0.17145580319999457,5.85,5.88,,5.865,0.1718686257689464,0.17145580319999457
727.0,put,0.17036528669139592,6.0,6.03,,6.015000000000001,0.1707839214929581,0.17036528669139592
728.0,put,0.1692213921836418,6.15,6.18,,6.165,0.1696460630051456,0.1692213921836418
729.0,put,0.1681464433959385,6.31,6.34,,6.324999999999999,0.1685775464855679,0.1681464433959385
730.0,put,0.16707594655324776,6.48,6.5,,6.49,0.1675138146657708,0.16707594655324776
731.0,put,0.1659487774295244,6.64,6.67,,6.654999999999999,0.166393681534584,0.1659487774295244
732.0,put,0.16494095279565862,6.82,6.85,,6.835,0.1653934175090216,0.16494095279565862
733.0,put,0.1637573954430341,6.99,7.02,,7.005,0.1642175737853098,0.1637573954430341
734.0,put,0.16274515531594738,7.18,7.21,,7.195,0.1632136897472321,0.16274515531594738
735.0,put,0.16167078864758994,7.37,7.4,,7.385,0.1621480330117883,0.16167078864758994
736.0,put,0.1606460449320045,7.57,7.6,,7.585,0.1611325322150734,0.1606460449320045
737.0,put,0.15955737168667003,7.77,7.8,,7.785,0.1600535093733466,0.15955737168667003
738.0,put,0.15851383604344724,7.98,8.01,,7.995,0.1590202127796791,0.15851383604344724
739.0,put,0.15740455421605873,8.19,8.22,,8.205,0.1579216418153121,0.15740455421605873
740.0,put,0.1564423742623175,8.42,8.45,,8.434999999999999,0.1569709717799302,0.1564423742623175
741.0,put,0.15541032195587615,8.65,8.68,,8.665,0.1559509731055691,0.15541032195587615
742.0,put,0.15441273963360386,8.89,8.92,,8.905000000000001,0.154966172609323,0.15441273963360386
743.0,put,0.15334360916957446,9.13,9.16,,9.145,0.1539104596645422,0.15334360916957446
744.0,put,0.15235609771769623,9.38,9.42,,9.4,0.1529372531091567,0.15235609771769623
745.0,put,0.15139536131292533,9.65,9.68,,9.665,0.1519916893843337,0.15139536131292533
746.0,put,0.15035849864935627,9.91,9.95,,9.93,0.1509708018816591,0.15035849864935627
747.0,put,0.1493945055331294,10.19,10.23,,10.21,0.1500238322565334,0.1493945055331294
748.0,put,0.1484502812785767,10.48,10.52,,10.5,0.1490976822819743,0.1484502812785767
749.0,put,0.1475233746355987,10.78,10.82,,10.8,0.1481899714115467,0.1475233746355987
750.0,put,0.14661142738775218,11.09,11.13,,11.11,0.1472984187499176,0.14661142738775218
751.0,put,0.14566390274898408,11.41,11.44,,11.425,0.1463725337538208,0.14566390274898408
752.0,put,0.1447274465168833,11.73,11.77,,11.75,0.1454591058406673,0.1447274465168833
753.0,put,0.14384716922880206,12.07,12.11,,12.09,0.1446037805103601,0.14384716922880206
754.0,put,0.14297361430976852,12.42,12.46,,12.440000000000001,0.1437563093205867,0.14297361430976852
755.0,put,0.14210431526733436,12.78,12.82,,12.8,0.1429148163789111,0.14210431526733436
756.0,put,0.1412844370703962,13.15,13.2,,13.175,0.1421246088123448,0.1412844370703962
757.0,put,0.14046467212994265,13.54,13.58,,13.559999999999999,0.1413365074144645,0.14046467212994265
758.0,put,0.13959635782818347,13.93,13.97,,13.95,0.1405020373405034,0.13959635782818347
759.0,put,0.13881835686064492,14.34,14.38,,14.36,0.1397601856328217,0.13881835686064492
760.0,put,0.1380818251656381,14.76,14.81,,14.785,0.1390622753929543,0.1380818251656381
761.0,call,0.13764539965603345,14.36,14.39,,14.375,0.1378351818663233,0.13764539965603345
762.0,call,0.1368463446701384,13.8,13.83,,13.815000000000001,0.1370301920071296,0.1368463446701384
763.0,call,0.1360397272701767,13.25,13.28,,13.265,0.1362178292306169,0.1360397272701767
764.0,call,0.13517726775352995,12.7,12.74,,12.719999999999999,0.1353497658641835,0.13517726775352995
765.0,call,0.13439788537216588,12.18,12.21,,12.195,0.1345650335218765,0.13439788537216588
766.0,call,0.13365385634472554,11.67,11.7,,11.684999999999999,0.1338158623813054,0.13365385634472554
767.0,call,0.1328971075786004,11.17,11.2,,11.184999999999999,0.1330541319747288,0.1328971075786004
768.0,call,0.1321263502215743,10.68,10.71,,10.695,0.1322785463256531,0.1321263502215743
769.0,call,0.13138809666309664,10.2,10.24,,10.219999999999999,0.1315356526977377,0.13138809666309664
770.0,call,0.13063384824974128,9.74,9.77,,9.754999999999999,0.1307769046976397,0.13063384824974128
771.0,call,0.13000800401950913,9.3,9.33,,9.315000000000001,0.130146821964103,0.13000800401950913
772.0,call,0.12926829268769707,8.86,8.89,,8.875,0.1294029166508625,0.12926829268769707
773.0,call,0.128608810379128,8.44,8.47,,8.455,0.1287394488793007,0.128608810379128
774.0,call,0.12803160070224326,8.04,8.07,,8.055,0.1281584584653561,0.12803160070224326
775.0,call,0.1273875407509055,7.65,7.67,,7.66,0.1275106884025473,0.1273875407509055
776.0,call,0.12672535221374076,7.26,7.29,,7.275,0.1268448982375677,0.12672535221374076
777.0,call,0.12614824019253937,6.9,6.92,,6.91,0.1262643766690876,0.12614824019253937
778.0,call,0.12555461648041633,6.54,6.57,,6.555,0.1256674439363454,0.12555461648041633
779.0,call,0.1249977384064485,6.2,6.23,,6.215,0.1251073981096647,0.1249977384064485
780.0,call,0.12448004537486747,5.88,5.9,,5.890000000000001,0.1245866758461044,0.12448004537486747
781.0,call,0.12394891838004549,5.56,5.59,,5.574999999999999,0.1240526099414028,0.12394891838004549
782.0,call,0.12340457824824556,5.26,5.28,,5.27,0.123505417857437,0.12340457824824556
783.0,call,0.12290513974502426,4.97,4.99,,4.98,0.1230032581655052,0.12290513974502426
784.0,call,0.12245480105347667,4.69,4.72,,4.705,0.1225503278035775,0.12245480105347667
785.0,call,0.12199804595178931,4.43,4.45,,4.4399999999999995,0.1220910618709875,0.12199804595178931
786.0,call,0.12147432545388442,4.17,4.19,,4.18,0.1215648606274213,0.12147432545388442
787.0,call,0.12107081321331835,3.93,3.95,,3.9400000000000004,0.121159041889937,0.12107081321331835
788.0,call,0.12060371534149049,3.69,3.72,,3.705,0.1206896642997813,0.12060371534149049
789.0,call,0.12020397353824178,3.47,3.5,,3.4850000000000003,0.1202877678757448,0.12020397353824178
790.0,call,0.1197421948823309,3.26,3.28,,3.2699999999999996,0.1198238579184785,0.1197421948823309
791.0,call,0.11935738766426256,3.06,3.08,,3.0700000000000003,0.1194370449165357,0.11935738766426256
792.0,call,0.11898651452228608,2.87,2.89,,2.88,0.1190642406436335,0.11898651452228608
793.0,call,0.11863408065171313,2.69,2.71,,2.7,0.1187099507376035,0.11863408065171313
794.0,call,0.118305294653009,2.52,2.54,,2.5300000000000002,0.1183793846681897,0.118305294653009
795.0,call,0.11784466311144053,2.35,2.37,,2.3600000000000003,0.1179169363041044,0.11784466311144053
796.0,call,0.11757641803078785,2.2,2.22,,2.21,0.1176470651600842,0.11757641803078785
797.0,call,0.11717882132418114,2.05,2.07,,2.0599999999999996,0.1172478044367873,0.11717882132418114
798.0,call,0.11700164076898509,1.92,1.94,,1.93,0.1170691610320984,0.11700164076898509
799.0,call,0.11670072623131303,1.79,1.81,,1.8,0.1167667463033628,0.11670072623131303
800.0,call,0.11626534832236139,1.66,1.68,,1.67,0.1163298252175177,0.11626534832236139
805.0,call,0.11509830203154064,1.16,1.17,,1.165,0.1151563548636001,0.11509830203154064
810.0,call,0.1143521031593567,0.8,0.81,,0.805,0.1144048680635909,0.1143521031593567
815.0,call,0.11406741997678577,0.55,0.56,,0.555,0.1141158568295067,0.11406741997678577
820.0,call,0.11427627469877573,0.38,0.39,,0.385,0.1143211943738015,0.11427627469877573
825.0,call,0.11525944913566728,0.27,0.28,,0.275,0.1153016608891823,0.11525944913566728
830.0,call,0.11706358893381072,0.2,0.21,,0.20500000000000002,0.1171037921097284,0.11706358893381072
835.0,call,0.11800722173230964,0.14,0.15,,0.14500000000000002,0.118045279088626,0.11800722173230964
840.0,call,0.12074931410338785,0.11,0.12,,0.11499999999999999,0.120786202539022,0.12074931410338785
845.0,call,0.12234760905331005,0.08,0.09,,0.08499999999999999,0.1223830101006515,0.12234760905331005
850.0,call,0.12440176010507781,0.06,0.07,,0.065,0.1244359984829841,0.12440176010507781
855.0,call,0.12777918044272657,0.05,0.06,,0.055,0.1278128560910797,0.12777918044272657
860.0,call,0.13057847891586252,0.04,0.05,,0.045,0.1306114554378262,0.13057847891586252
865.0,call,0.136026730989059,0.04,0.05,,0.045,0.1360599912206589,0.136026730989059
870.0,call,0.13789200402165594,0.03,0.04,,0.035,0.1379243596048858,0.13789200402165594
875.0,call,0.14312415584830707,0.03,0.04,,0.035,0.1431567786564708,0.14312415584830707
880.0,call,0.14830679851657305,0.03,0.04,,0.035,0.1483396872316776,0.14830679851657305
885.0,call,0.14864834509546093,0.02,0.03,,0.025,0.1486799975579518,0.14864834509546093
890.0,call,0.15360551900278377,0.02,0.03,,0.025,0.1536374176120195,0.15360551900278377
895.0,call,0.1585192152202636,0.02,0.03,,0.025,0.1585513585256628,0.1585192152202636
900.0,call,0.16339058062635226,0.02,0.03,,0.025,0.1634229671119276,0.16339058062635226
905.0,call,0.16822069165986075,0.02,0.03,,0.025,0.1682533197844537,0.16822069165986075
910.0,call,0.16553066007406558,0.01,0.02,,0.015,0.165561409494167,0.16553066007406558
915.0,call,0.17010968171398683,0.01,0.02,,0.015,0.1701406481269359,0.17010968171398683
920.0,call,0.1746524042792472,0.01,0.02,,0.015,0.1746835862853281,0.1746524042792472
935.0,call,0.1880704993942691,0.01,0.02,,0.015,0.1881023197654122,0.1880704993942691
940.0,call,0.19247556643606958,0.01,0.02,,0.015,0.1925075968431355,0.19247556643606958
945.0,call,0.19684793389059785,0.01,0.02,,0.015,0.1968801729320661,0.19684793389059785
950.0,call,0.2011882282187523,0.01,0.02,,0.015,0.2012206745985949,0.2011882282187523
