strike,option_type,market_iv,bid,ask,volume,mid
706.0,put,0.1946555206869358,3.65,3.67,,3.66
707.0,put,0.1934457883939807,3.73,3.75,,3.74
708.0,put,0.1923671453164671,3.82,3.84,,3.83
709.0,put,0.1911663076867803,3.9,3.93,,3.915
710.0,put,0.1900092582140525,3.99,4.02,,4.005
711.0,put,0.1888928220670341,4.09,4.11,,4.1
712.0,put,0.187657393485386,4.18,4.2,,4.1899999999999995
713.0,put,0.1865384399069678,4.28,4.3,,4.29
714.0,put,0.1854535211086592,4.39,4.4,,4.395
715.0,put,0.1842503573270756,4.48,4.51,,4.495
716.0,put,0.183080207124962,4.59,4.61,,4.6
717.0,put,0.1819403157454583,4.7,4.72,,4.71
718.0,put,0.1808280116189141,4.81,4.84,,4.824999999999999
719.0,put,0.1797407082384945,4.93,4.96,,4.945
720.0,put,0.1785372984368568,5.05,5.07,,5.0600000000000005
721.0,put,0.1774263673241363,5.17,5.2,,5.1850000000000005
722.0,put,0.1763351726506637,5.3,5.33,,5.3149999999999995
723.0,put,0.1751950806947234,5.43,5.46,,5.445
724.0,put,0.1741374679323421,5.57,5.6,,5.585
725.0,put,0.1730284374992622,5.71,5.74,,5.725
726.0,put,0.1718686257689464,5.85,5.88,,5.865
727.0,put,0.1707839214929581,6.0,6.03,,6.015000000000001
728.0,put,0.1696460630051456,6.15,6.18,,6.165
729.0,put,0.1685775464855679,6.31,6.34,,6.324999999999999
730.0,put,0.1675138146657708,6.48,6.5,,6.49
731.0,put,0.166393681534584,6.64,6.67,,6.654999999999999
732.0,put,0.1653934175090216,6.82,6.85,,6.835
733.0,put,0.1642175737853098,6.99,7.02,,7.005
734.0,put,0.1632136897472321,7.18,7.21,,7.195
735.0,put,0.1621480330117883,7.37,7.4,,7.385
736.0,put,0.1611325322150734,7.57,7.6,,7.585
737.0,put,0.1600535093733466,7.77,7.8,,7.785
738.0,put,0.1590202127796791,7.98,8.01,,7.995
739.0,put,0.1579216418153121,8.19,8.22,,8.205
740.0,put,0.1569709717799302,8.42,8.45,,8.434999999999999
741.0,put,0.1559509731055691,8.65,8.68,,8.665
742.0,put,0.154966172609323,8.89,8.92,,8.905000000000001
743.0,put,0.1539104596645422,9.13,9.16,,9.145
744.0,put,0.1529372531091567,9.38,9.42,,9.4
745.0,put,0.1519916893843337,9.65,9.68,,9.665
746.0,put,0.1509708018816591,9.91,9.95,,9.93
747.0,put,0.1500238322565334,10.19,10.23,,10.21
748.0,put,0.1490976822819743,10.48,10.52,,10.5
749.0,put,0.1481899714115467,10.78,10.82,,10.8
750.0,put,0.1472984187499176,11.09,11.13,,11.11
751.0,put,0.1463725337538208,11.41,11.44,,11.425
752.0,put,0.1454591058406673,11.73,11.77,,11.75
753.0,put,0.1446037805103601,12.07,12.11,,12.09
754.0,put,0.1437563093205867,12.42,12.46,,12.440000000000001
755.0,put,0.1429148163789111,12.78,12.82,,12.8
756.0,put,0.1421246088123448,13.15,13.2,,13.175
757.0,put,0.1413365074144645,13.54,13.58,,13.559999999999999
758.0,put,0.1405020373405034,13.93,13.97,,13.95
759.0,put,0.1397601856328217,14.34,14.38,,14.36
760.0,put,0.1390622753929543,14.76,14.81,,14.785
761.0,call,0.1378351818663233,14.36,14.39,,14.375
762.0,call,0.1370301920071296,13.8,13.83,,13.815000000000001
763.0,call,0.1362178292306169,13.25,13.28,,13.265
764.0,call,0.1353497658641835,12.7,12.74,,12.719999999999999
765.0,call,0.1345650335218765,12.18,12.21,,12.195
766.0,call,0.1338158623813054,11.67,11.7,,11.684999999999999
767.0,call,0.1330541319747288,11.17,11.2,,11.184999999999999
768.0,call,0.1322785463256531,10.68,10.71,,10.695
769.0,call,0.1315356526977377,10.2,10.24,,10.219999999999999
770.0,call,0.1307769046976397,9.74,9.77,,9.754999999999999
771.0,call,0.130146821964103,9.3,9.33,,9.315000000000001
772.0,call,0.1294029166508625,8.86,8.89,,8.875
773.0,call,0.1287394488793007,8.44,8.47,,8.455
774.0,call,0.1281584584653561,8.04,8.07,,8.055
775.0,call,0.1275106884025473,7.65,7.67,,7.66
776.0,call,0.1268448982375677,7.26,7.29,,7.275
777.0,call,0.1262643766690876,6.9,6.92,,6.91
778.0,call,0.1256674439363454,6.54,6.57,,6.555
779.0,call,0.1251073981096647,6.2,6.23,,6.215
780.0,call,0.1245866758461044,5.88,5.9,,5.890000000000001
781.0,call,0.1240526099414028,5.56,5.59,,5.574999999999999
782.0,call,0.123505417857437,5.26,5.28,,5.27
783.0,call,0.1230032581655052,4.97,4.99,,4.98
784.0,call,0.1225503278035775,4.69,4.72,,4.705
785.0,call,0.1220910618709875,4.43,4.45,,4.4399999999999995
786.0,call,0.1215648606274213,4.17,4.19,,4.18
787.0,call,0.121159041889937,3.93,3.95,,3.9400000000000004
788.0,call,0.1206896642997813,3.69,3.72,,3.705
789.0,call,0.1202877678757448,3.47,3.5,,3.4850000000000003
790.0,call,0.1198238579184785,3.26,3.28,,3.2699999999999996
791.0,call,0.1194370449165357,3.06,3.08,,3.0700000000000003
792.0,call,0.1190642406436335,2.87,2.89,,2.88
793.0,call,0.1187099507376035,2.69,2.71,,2.7
794.0,call,0.1183793846681897,2.52,2.54,,2.5300000000000002
795.0,call,0.1179169363041044,2.35,2.37,,2.3600000000000003
796.0,call,0.1176470651600842,2.2,2.22,,2.21
797.0,call,0.1172478044367873,2.05,2.07,,2.0599999999999996
798.0,call,0.1170691610320984,1.92,1.94,,1.93
799.0,call,0.1167667463033628,1.79,1.81,,1.8
800.0,call,0.1163298252175177,1.66,1.68,,1.67
805.0,call,0.1151563548636001,1.16,1.17,,1.165
810.0,call,0.1144048680635909,0.8,0.81,,0.805
815.0,call,0.1141158568295067,0.55,0.56,,0.555
820.0,call,0.1143211943738015,0.38,0.39,,0.385
825.0,call,0.1153016608891823,0.27,0.28,,0.275
830.0,call,0.1171037921097284,0.2,0.21,,0.20500000000000002
835.0,call,0.118045279088626,0.14,0.15,,0.14500000000000002
840.0,call,0.120786202539022,0.11,0.12,,0.11499999999999999
845.0,call,0.1223830101006515,0.08,0.09,,0.08499999999999999
850.0,call,0.1244359984829841,0.06,0.07,,0.065
855.0,call,0.1278128560910797,0.05,0.06,,0.055
860.0,call,0.1306114554378262,0.04,0.05,,0.045
865.0,call,0.1360599912206589,0.04,0.05,,0.045
870.0,call,0.1379243596048858,0.03,0.04,,0.035
875.0,call,0.1431567786564708,0.03,0.04,,0.035
880.0,call,0.1483396872316776,0.03,0.04,,0.035
885.0,call,0.1486799975579518,0.02,0.03,,0.025
890.0,call,0.1536374176120195,0.02,0.03,,0.025
895.0,call,0.1585513585256628,0.02,0.03,,0.025
900.0,call,0.1634229671119276,0.02,0.03,,0.025
905.0,call,0.1682533197844537,0.02,0.03,,0.025
910.0,call,0.165561409494167,0.01,0.02,,0.015
915.0,call,0.1701406481269359,0.01,0.02,,0.015
920.0,call,0.1746835862853281,0.01,0.02,,0.015
935.0,call,0.1881023197654122,0.01,0.02,,0.015
940.0,call,0.1925075968431355,0.01,0.02,,0.015
945.0,call,0.1968801729320661,0.01,0.02,,0.015
950.0,call,0.2012206745985949,0.01,0.02,,0.015
