strike,option_type,market_iv,bid,ask,volume,mid,vendor_iv,reimplied_iv
424.0,put,0.19721936560353104,0.63,0.64,2.0,0.635,0.19637,0.19721936560353104
425.0,put,0.1953041220557219,0.65,0.66,287.0,0.655,0.19424,0.1953041220557219
426.0,put,0.1933405137165696,0.67,0.68,0.0,0.675,0.19166,0.1933405137165696
427.0,put,0.19133010527890063,0.69,0.7,0.0,0.695,0.1905,0.19133010527890063
428.0,put,0.19010491654597553,0.72,0.74,3.0,0.73,0.18911,0.19010491654597553
429.0,put,0.18825091647161282,0.75,0.76,1.0,0.755,0.18688,0.18825091647161282
430.0,put,0.18608030987745833,0.77,0.78,575.0,0.775,0.18496,0.18608030987745833
431.0,put,0.18437478690823564,0.8,0.81,120.0,0.805,0.18353,0.18437478690823564
432.0,put,0.18308822892269483,0.84,0.85,259.0,0.845,0.18161,0.18308822892269483
433.0,put,0.1812343326160547,0.87,0.88,241.0,0.875,0.18017,0.1812343326160547
434.0,put,0.17954641166329824,0.9,0.92,114.0,0.91,0.17855,0.17954641166329824
435.0,put,0.17778449883467123,0.94,0.95,907.0,0.945,0.17687,0.17778449883467123
436.0,put,0.17637893156296083,0.98,1.0,459.0,0.99,0.17495,0.17637893156296083
437.0,put,0.17467138772186666,1.02,1.04,83.0,1.03,0.17303,0.17467138772186666
438.0,put,0.17268554513397283,1.06,1.07,247.0,1.065,0.17099,0.17268554513397283
439.0,put,0.17121894642306382,1.11,1.12,303.0,1.1150000000000002,0.16944,0.17121894642306382
440.0,put,0.16965506148550832,1.16,1.17,13721.0,1.165,0.16859,0.16965506148550832
441.0,put,0.16763525235948415,1.2,1.21,223.0,1.205,0.16628,0.16763525235948415
442.0,put,0.1659006443241006,1.25,1.26,7690.0,1.255,0.16469,0.1659006443241006
443.0,put,0.16476002262783676,1.32,1.33,214.0,1.3250000000000002,0.16344,0.16476002262783676
444.0,put,0.1626703673430556,1.36,1.38,740.0,1.37,0.16171,0.1626703673430556
445.0,put,0.16114917676554,1.43,1.44,427.0,1.435,0.15935,0.16114917676554
446.0,put,0.1599824491764737,1.51,1.52,531.0,1.5150000000000001,0.15825,0.1599824491764737
447.0,put,0.15808783538950574,1.57,1.58,239.0,1.5750000000000002,0.15648,0.15808783538950574
448.0,put,0.156824723128925,1.65,1.67,134.0,1.66,0.15504,0.156824723128925
449.0,put,0.15487221670437895,1.72,1.73,121.0,1.725,0.15345,0.15487221670437895
450.0,put,0.1532336762991107,1.8,1.81,6543.0,1.8050000000000002,0.15191,0.1532336762991107
451.0,put,0.1516121485687461,1.88,1.9,248.0,1.89,0.15007,0.1516121485687461
452.0,put,0.14999924275137685,1.97,1.99,267.0,1.98,0.14917,0.14999924275137685
453.0,put,0.1485100994923712,2.07,2.09,101.0,2.08,0.14702,0.1485100994923712
454.0,put,0.14700673996193275,2.18,2.19,359.0,2.185,0.14564,0.14700673996193275
455.0,put,0.14513589008178754,2.27,2.29,945.0,2.2800000000000002,0.14357,0.14513589008178754
456.0,put,0.14404389997992614,2.41,2.42,170.0,2.415,0.14241,0.14404389997992614
457.0,put,0.14213095256584488,2.51,2.53,371.0,2.5199999999999996,0.14047,0.14213095256584488
458.0,put,0.1406213551102263,2.64,2.66,249.0,2.6500000000000004,0.1397,0.1406213551102263
459.0,put,0.13926704209110005,2.79,2.8,348.0,2.795,0.13816,0.13926704209110005
460.0,put,0.13794606009771146,2.94,2.96,7346.0,2.95,0.13646,0.13794606009771146
461.0,put,0.13577365300241276,3.06,3.08,89.0,3.0700000000000003,0.13488,0.13577365300241276
462.0,put,0.1349796345809678,3.26,3.28,722.0,3.2699999999999996,0.13401,0.1349796345809678
463.0,put,0.1330560591554818,3.41,3.43,677.0,3.42,0.13209,0.1330560591554818
464.0,put,0.1314223055086435,3.58,3.61,112.0,3.5949999999999998,0.1305,0.1314223055086435
465.0,put,0.129696597200077,3.76,3.79,5059.0,3.775,0.12876,0.129696597200077
466.0,put,0.12821644601614376,3.97,3.99,352.0,3.9800000000000004,0.12664,0.12821644601614376
467.0,put,0.1267865414485014,4.19,4.21,752.0,4.2,0.12519,0.1267865414485014
468.0,put,0.12621070790126873,4.47,4.5,236.0,4.484999999999999,0.12537,0.12621070790126873
469.0,put,0.12474133948762907,4.72,4.74,564.0,4.73,0.12321,0.12474133948762907
470.0,put,0.12265325894148986,4.93,4.97,3192.0,4.949999999999999,0.1216,0.12265325894148986
471.0,put,0.12182578435334505,5.25,5.28,272.0,5.265000000000001,0.12075,0.12182578435334505
472.0,put,0.11974093155876946,5.5,5.53,3309.0,5.515000000000001,0.11787,0.11974093155876946
473.0,put,0.11922998415290027,5.87,5.9,1262.0,5.885,0.11747,0.11922998415290027
474.0,put,0.11723527569422537,6.16,6.19,892.0,6.175000000000001,0.1156,0.11723527569422537
475.0,put,0.11586040869366472,6.51,6.54,2973.0,6.525,0.11487,0.11586040869366472
476.0,put,0.11566759138604082,6.96,6.99,258.0,6.975,0.11379,0.11566759138604082
479.0,call,0.11357958478310382,7.83,7.85,408.0,7.84,0.1167,0.11357958478310382
480.0,call,0.11575489775438043,7.5,7.53,2123.0,7.515000000000001,0.11781,0.11575489775438043
481.0,call,0.11137566286735696,6.74,6.77,282.0,6.755,0.11366,0.11137566286735696
482.0,call,0.11044350380472458,6.24,6.27,121.0,6.255,0.11248,0.11044350380472458
483.0,call,0.11228183381993419,5.95,5.98,498.0,5.965,0.11481,0.11228183381993419
484.0,call,0.11142502483223689,5.5,5.52,373.0,5.51,0.11302,0.11142502483223689
485.0,call,0.11123336791244101,5.11,5.13,903.0,5.12,0.11284,0.11123336791244101
486.0,call,0.1068458561303583,4.46,4.49,746.0,4.475,0.10891,0.1068458561303583
487.0,call,0.10604780070583203,4.08,4.1,148.0,4.09,0.10739,0.10604780070583203
488.0,call,0.10531095801366287,3.72,3.74,178.0,3.7300000000000004,0.10664,0.10531095801366287
489.0,call,0.10694830346965102,3.52,3.55,139.0,3.535,0.10888,0.10694830346965102
490.0,call,0.10702230469729199,3.25,3.27,757.0,3.26,0.10809,0.10702230469729199
491.0,call,0.10338142383755644,2.78,2.8,66.0,2.79,0.10442,0.10338142383755644
492.0,call,0.10554317409081018,2.66,2.68,338.0,2.67,0.1074,0.10554317409081018
493.0,call,0.10206613492466758,2.25,2.27,34.0,2.26,0.10328,0.10206613492466758
494.0,call,0.10403453833661114,2.14,2.17,19.0,2.1550000000000002,0.10489,0.10403453833661114
495.0,call,0.10118628808829563,1.82,1.83,331.0,1.8250000000000002,0.10204,0.10118628808829563
496.0,call,0.10311531680721032,1.73,1.75,178.0,1.74,0.10372,0.10311531680721032
497.0,call,0.10274189965070246,1.55,1.57,70.0,1.56,0.10424,0.10274189965070246
498.0,call,0.10016560149970306,1.3,1.31,98.0,1.3050000000000002,0.1012,0.10016560149970306
499.0,call,0.10205082671458487,1.24,1.25,483.0,1.245,0.10264,0.10205082671458487
500.0,call,0.10150419913019953,1.09,1.11,802.0,1.1,0.10272,0.10150419913019953
501.0,call,0.09966534367834892,0.92,0.93,10.0,0.925,0.1,0.09966534367834892
502.0,call,0.10123905886965255,0.87,0.88,870.0,0.875,0.10191,0.10123905886965255
505.0,call,0.09905025208806131,0.56,0.57,125.0,0.565,0.09938,0.09905025208806131
510.0,call,0.10001205059150804,0.31,0.32,802.0,0.315,0.10045,0.10001205059150804
515.0,call,0.1023646767714158,0.18,0.19,475.0,0.185,0.10298,0.1023646767714158
520.0,call,0.10565892346453068,0.11,0.12,183.0,0.11499999999999999,0.10575,0.10565892346453068
525.0,call,0.10949482010600906,0.07,0.08,25.0,0.07500000000000001,0.11017,0.10949482010600906
530.0,call,0.11470094774692041,0.05,0.06,9.0,0.055,0.11458,0.11470094774692041
535.0,call,0.11770600098480277,0.03,0.04,10.0,0.035,0.11796,0.11770600098480277
540.0,call,0.12640910726515978,0.03,0.04,2.0,0.035,0.12613,0.12640910726515978
545.0,call,0.13032434290534153,0.02,0.03,0.0,0.025,0.13057,0.13032434290534153
550.0,call,0.13850969634457552,0.02,0.03,3.0,0.025,0.13884,0.13850969634457552
555.0,call,0.1396009475639645,0.01,0.02,1.0,0.015,0.13923,0.1396009475639645
560.0,call,0.14723296118989634,0.01,0.02,0.0,0.015,0.14672,0.14723296118989634
565.0,call,0.15475878318478878,0.01,0.02,0.0,0.015,0.15454,0.15475878318478878
570.0,call,0.1621828040457399,0.01,0.02,0.0,0.015,0.16168,0.1621828040457399
575.0,call,0.1695090010521477,0.01,0.02,1.0,0.015,0.16933,0.1695090010521477
